id,project,roadid,carriage,location,starterp,enderp,side,position,class,fault,repair,priority,comment,length,width,faulttime,inspector,inspection,seq,photoid,geom,,
MDC_RD_0521_6781,MDC_RD_0521,1192,1692,RUAHINE ROAD,4782.3,4805.6,R,,PVM,Scabbing,Chipseal,3,,23.3,1,6/05/2021 12:26,IN,2021_05,4870,MDC_C11_210506_03915,,,
MDC_RD_0521_6780,MDC_RD_0521,1192,1692,RUAHINE ROAD,5293.3,5332.3,L,,PVM,Scabbing,Chipseal,3,,39,1,6/05/2021 12:24,IN,2021_05,4871,MDC_C11_210506_03793,,,
MDC_RD_0521_6779,MDC_RD_0521,1192,2249,RUAHINE ROAD,7240,7241,R,,PVM,Alligator Cracking (C/S Rd),Crackseal,3,,1,1,6/05/2021 12:19,IN,2021_05,4872,MDC_C11_210506_03245,,,
MDC_RD_0521_6778,MDC_RD_0521,1192,2249,RUAHINE ROAD,7248.8,7249.8,R,,PVM,Edgebreak Patch,Edgebreak Repair,3,,1,1,6/05/2021 12:19,IN,2021_05,4873,MDC_C11_210506_03236,,,
MDC_RD_0521_6777,MDC_RD_0521,1192,2249,RUAHINE ROAD,7238.1,7268.3,R,,PVM,Flushing,Water Cutting,3,,30.2,1,6/05/2021 12:18,IN,2021_05,4874,MDC_C11_210506_03226,,,
MDC_RD_0521_6776,MDC_RD_0521,1192,2249,RUAHINE ROAD,7310.8,7313.8,R,,PVM,Flushing,Water Cutting,3,,3,1,6/05/2021 12:18,IN,2021_05,4875,MDC_C11_210506_03206,,,
MDC_RD_0521_6915,MDC_RD_0521,1192,2249,RUAHINE ROAD,8480.3,8539.9,L,,PVM,Flushing,Water Cutting,3,,59.6,2,6/05/2021 15:16,IN,2021_05,4876,MDC_C11_210506_13397,,,
MDC_RD_0521_6916,MDC_RD_0521,1192,2251,RUAHINE ROAD,9765.3,9766.3,L,906,PVM,Scabbing,Chipseal,3,,1,1,6/05/2021 15:17,IN,2021_05,4877,MDC_C11_210506_13549,,,
MDC_RD_0521_6775,MDC_RD_0521,1192,2251,RUAHINE ROAD,9783.3,9786.3,R,(Opp)906,PVM,Scabbing,Chipseal,3,,3,1,6/05/2021 12:15,IN,2021_05,4878,MDC_C11_210506_02779,,,
MDC_RD_0521_6774,MDC_RD_0521,1192,2251,RUAHINE ROAD,9811.3,9816.3,R,(Opp)906,PVM,Scabbing,Chipseal,3,,5,1,6/05/2021 12:14,IN,2021_05,4879,MDC_C11_210506_02743,,,
MDC_RD_0521_6917,MDC_RD_0521,1192,2251,RUAHINE ROAD,10742,,L,906,PVM,Pothole Patch,Pothole Repair,3,,1,1,6/05/2021 15:19,IN,2021_05,4880,MDC_C11_210506_13733,,,
MDC_RD_0521_6918,MDC_RD_0521,1192,2251,RUAHINE ROAD,10750.4,10840.4,L,906,PVM,Scabbing,Chipseal,3,,90,1,6/05/2021 15:19,IN,2021_05,4881,MDC_C11_210506_13739,,,
MDC_RD_0521_6919,MDC_RD_0521,1192,2251,RUAHINE ROAD,10857,10858,L,906,PVM,Edgebreak Patch,Edgebreak Repair,3,,1,1,6/05/2021 15:19,IN,2021_05,4882,MDC_C11_210506_13766,,,
MDC_RD_0521_6920,MDC_RD_0521,1192,2251,RUAHINE ROAD,11135.1,11137.1,L,,PVM,Depression,Level Mix,3,,2,2,6/05/2021 15:19,IN,2021_05,4883,MDC_C11_210506_13826,,,
MDC_RD_0521_6773,MDC_RD_0521,1192,2251,RUAHINE ROAD,11532.1,11533.1,R,,PVM,Edgebreak Patch,Edgebreak Repair,3,,1,1,6/05/2021 12:11,IN,2021_05,4884,MDC_C11_210506_02384,,,
MDC_RD_0521_6921,MDC_RD_0521,1192,2251,RUAHINE ROAD,11546.7,11561.1,L,,PVM,Scabbing,Chipseal,3,,14.4,2,6/05/2021 15:20,IN,2021_05,4885,MDC_C11_210506_13906,,,
MDC_RD_0521_6922,MDC_RD_0521,1192,2251,RUAHINE ROAD,11898.1,11912.4,L,628,PVM,Scabbing,Chipseal,3,,14.3,1,6/05/2021 15:21,IN,2021_05,4886,MDC_C11_210506_13982,,,
MDC_RD_0521_6923,MDC_RD_0521,1192,2251,RUAHINE ROAD,12018,12062.5,L,628,PVM,Scabbing,Chipseal,3,,44.5,2,6/05/2021 15:21,IN,2021_05,4887,MDC_C11_210506_14020,,,
MDC_RD_0521_6924,MDC_RD_0521,1192,2251,RUAHINE ROAD,12059.5,12118.3,L,628,PVM,Scabbing,Chipseal,3,,58.8,1,6/05/2021 15:21,IN,2021_05,4888,MDC_C11_210506_14034,,,
MDC_RD_0521_6772,MDC_RD_0521,1192,2251,RUAHINE ROAD,12121,12126,R,(Opp)628,PVM,Scabbing,Chipseal,3,,5,1,6/05/2021 12:09,IN,2021_05,4889,MDC_C11_210506_02208,,,
MDC_RD_0521_6771,MDC_RD_0521,1192,2251,RUAHINE ROAD,12174,12199.3,L,628,PVM,Scabbing,Chipseal,3,,25.3,1,6/05/2021 12:09,IN,2021_05,4890,MDC_C11_210506_02183,,,
MDC_RD_0521_6770,MDC_RD_0521,1192,2251,RUAHINE ROAD,12213.9,12242.1,R,(Opp)628,DRA,Blocked SWC,Clear,2,,28.2,1,6/05/2021 12:09,IN,2021_05,4891,MDC_C11_210506_02157,,,
MDC_RD_0521_6769,MDC_RD_0521,1192,2251,RUAHINE ROAD,12268.8,12269.8,R,(Opp)628,PVM,Edgebreak,Edgebreak Repair,2,,1,1,6/05/2021 12:08,IN,2021_05,4892,MDC_C11_210506_02099,,,
MDC_RD_0521_6926,MDC_RD_0521,1192,2251,RUAHINE ROAD,12326.8,12354.4,L,628,PVM,Scabbing,Chipseal,3,,27.6,2,6/05/2021 15:22,IN,2021_05,4893,MDC_C11_210506_14124,,,
MDC_RD_0521_6925,MDC_RD_0521,1192,2251,RUAHINE ROAD,12332.7,12344.7,L,628,PVM,L & T Cracking (Fatigue),Jointseal,3,,12,1,6/05/2021 15:22,IN,2021_05,4894,MDC_C11_210506_14094,,,
MDC_RD_0521_6768,MDC_RD_0521,1192,2251,RUAHINE ROAD,12833.9,12834.9,R,,PVM,Edgebreak,Edgebreak Repair,3,,1,1,6/05/2021 12:07,IN,2021_05,4895,MDC_C11_210506_01945,,,
MDC_RD_0521_6927,MDC_RD_0521,1192,2251,RUAHINE ROAD,13231.3,13251.6,L,,DRA,Blocked SWC,Clear,2,,20.3,1,6/05/2021 15:23,IN,2021_05,4896,MDC_C11_210506_14296,,,
MDC_RD_0521_6692,MDC_RD_0521,1192,2885,RUAHINE ROAD,16832.8,16839.7,R,143(Opp)172,PVM,Flushing,Water Cutting,3,,6.9,2,6/05/2021 10:25,IN,2021_05,4897,MDC_C11_210506_00891,,,
MDC_RD_0521_6691,MDC_RD_0521,1192,2885,RUAHINE ROAD,16950.1,16951.1,R,,PVM,Edgebreak,Edgebreak Repair,2,,1,1,6/05/2021 10:25,IN,2021_05,4898,MDC_C11_210506_00813,,,
MDC_RD_0521_1710,MDC_RD_0521,522,2100,RUANUI STREET,8,18,R,(Opp)2,PVM,Flushing,Water Cutting,3,,10,1,2/05/2021 12:01,SF,2021_05,4899,MDC_C10_210502_28726,,,
MDC_RD_0521_1711,MDC_RD_0521,522,2100,RUANUI STREET,41.9,61.9,L,3(Opp)2,SHL,Shallow Shoulder,Grade/Roll,2,,20,1,2/05/2021 12:01,SF,2021_05,4900,MDC_C10_210502_28734,,,
MDC_RD_0521_1712,MDC_RD_0521,522,2100,RUANUI STREET,71.9,81.9,L,3(Opp)4-307,PVM,Flushing,Water Cutting,3,,10,1,2/05/2021 12:01,SF,2021_05,4901,MDC_C10_210502_28740,,,
MDC_RD_0521_1709,MDC_RD_0521,522,2100,RUANUI STREET,14,76.9,R,4-307(Opp)5,SHL,Shallow Shoulder,Grade/Roll,2,,62.9,1,2/05/2021 12:01,SF,2021_05,4902,MDC_C10_210502_28684,,,
MDC_RD_0521_1713,MDC_RD_0521,522,2100,RUANUI STREET,167.7,177.7,L,13(Opp)16,PVM,Flushing,Water Cutting,3,,10,2,2/05/2021 12:02,SF,2021_05,4903,MDC_C10_210502_28758,,,
MDC_RD_0521_1708,MDC_RD_0521,522,2101,RUANUI STREET,189.7,190.7,R,18(Opp)17,PVM,Edgebreak,Edgebreak Repair,2,,1,1,2/05/2021 12:01,SF,2021_05,4904,MDC_C10_210502_28656,,,
MDC_RD_0521_1707,MDC_RD_0521,522,2101,RUANUI STREET,210.6,220.6,R,18(Opp)21,SHL,Shallow Shoulder,Grade/Roll,2,,10,1,2/05/2021 12:01,SF,2021_05,4905,MDC_C10_210502_28648,,,
MDC_RD_0521_1706,MDC_RD_0521,522,2101,RUANUI STREET,278.6,346.5,R,36(Opp)35,SHL,Shallow Shoulder,Grade/Roll,2,,67.9,1,2/05/2021 12:00,SF,2021_05,4906,MDC_C10_210502_28626,,,
MDC_RD_0521_1714,MDC_RD_0521,522,2101,RUANUI STREET,387.4,397.4,L,39(Opp)38,PVM,Flushing,Water Cutting,3,,10,2,2/05/2021 12:02,SF,2021_05,4907,MDC_C10_210502_28796,,,
MDC_RD_0521_3356,MDC_RD_0521,385,1362,RUAWAI ROAD,12.9,22.9,R,,PVM,Scabbing,Chipseal,3,,10,4,4/05/2021 9:50,SF,2021_05,4908,MDC_C10_210504_06173,,,
MDC_RD_0521_3344,MDC_RD_0521,385,1362,RUAWAI ROAD,38.8,40.8,L,,DRA,Broken (K&C),Replace (K&C),3,,2,1,4/05/2021 9:48,SF,2021_05,4909,MDC_C10_210504_05899,,,
MDC_RD_0521_3355,MDC_RD_0521,385,1362,RUAWAI ROAD,88.5,91.5,R,5(Opp)6,DRA,Broken (K&C),Replace (K&C),3,,3,1,4/05/2021 9:50,SF,2021_05,4910,MDC_C10_210504_06155,,,
MDC_RD_0521_3354,MDC_RD_0521,385,1362,RUAWAI ROAD,122.4,123.4,R,9(Opp)10,DRA,Broken (K&C),Replace (K&C),1,,1,1,4/05/2021 9:50,SF,2021_05,4911,MDC_C10_210504_06149,,,
MDC_RD_0521_3345,MDC_RD_0521,385,1362,RUAWAI ROAD,152.9,153.9,L,12(Opp)11-46C,DRA,Broken (K&C),Replace (K&C),3,,1,1,4/05/2021 9:48,SF,2021_05,4912,MDC_C10_210504_05927,,,
MDC_RD_0521_3346,MDC_RD_0521,385,1362,RUAWAI ROAD,163.8,167.8,L,14(Opp)11-46C,DRA,Broken (K&C),Replace (K&C),3,,4,1,4/05/2021 9:48,SF,2021_05,4913,MDC_C10_210504_05931,,,
MDC_RD_0521_3353,MDC_RD_0521,385,1362,RUAWAI ROAD,230.6,231.6,R,17(Opp)26,DRA,Broken (K&C),Replace (K&C),3,,1,1,4/05/2021 9:50,SF,2021_05,4914,MDC_C10_210504_06127,,,
MDC_RD_0521_3347,MDC_RD_0521,385,1362,RUAWAI ROAD,297.6,301.6,L,(Opp)21,DRA,Broken (K&C),Replace (K&C),3,,4,1,4/05/2021 9:49,SF,2021_05,4915,MDC_C10_210504_05963,,,
MDC_RD_0521_3348,MDC_RD_0521,385,1363,RUAWAI ROAD,454,,L,48(Opp)33,PVM,Raised/Sunken/Damaged M/H/SV,Repair,3,,1,1,4/05/2021 9:49,SF,2021_05,4916,MDC_C10_210504_05997,,,
MDC_RD_0521_3349,MDC_RD_0521,385,1363,RUAWAI ROAD,464.4,466.4,L,,PVM,Alligator Cracking (C/S Rd),Crackseal,3,,2,1,4/05/2021 9:49,SF,2021_05,4917,MDC_C10_210504_06001,,,
MDC_RD_0521_601,MDC_RD_0521,411,1224,RUSSELL STREET,22.6,27.6,L,,DRA,Broken (K&C),Replace (K&C),3,,5,1,1/05/2021 9:10,SF,2021_05,4918,MDC_C10_210501_01102,,,
MDC_RD_0521_602,MDC_RD_0521,411,1224,RUSSELL STREET,78.9,83.9,L,4(Opp)3,DRA,Broken (K&C),Replace (K&C),3,,5,1,1/05/2021 9:10,SF,2021_05,4919,MDC_C10_210501_01116,,,
MDC_RD_0521_607,MDC_RD_0521,411,1224,RUSSELL STREET,85.9,86.9,R,3,PVM,Flushing,Water Cutting,3,,1,1,1/05/2021 9:11,SF,2021_05,4920,MDC_C10_210501_01198,,,
MDC_RD_0521_603,MDC_RD_0521,411,1224,RUSSELL STREET,164.9,184.9,L,12(Opp)11,DRA,Broken (K&C),Replace (K&C),3,,20,1,1/05/2021 9:11,SF,2021_05,4921,MDC_C10_210501_01134,,,
MDC_RD_0521_606,MDC_RD_0521,411,1224,RUSSELL STREET,201.8,221.8,R,17(Opp)18,DRA,Broken (K&C),Replace (K&C),3,,20,1,1/05/2021 9:11,SF,2021_05,4922,MDC_C10_210501_01174,,,
MDC_RD_0521_605,MDC_RD_0521,411,1224,RUSSELL STREET,243.8,247.8,R,(Opp)20,PVM,Flushing,Water Cutting,3,,4,1,1/05/2021 9:11,SF,2021_05,4923,MDC_C10_210501_01166,,,
MDC_RD_0521_604,MDC_RD_0521,411,1224,RUSSELL STREET,250.8,254.8,L,20,PVM,Flushing,Water Cutting,3,,4,1,1/05/2021 9:11,SF,2021_05,4924,MDC_C10_210501_01152,,,
MDC_RD_0521_4521,MDC_RD_0521,117,3174,SADDLE ROAD,183.9,184.9,R,,PVM,Deformation/Shoving (A/C Rd),Mill,2,,1,1,6/05/2021 11:48,SF,2021_05,4925,MDC_C10_210506_14200,,,
MDC_RD_0521_4503,MDC_RD_0521,117,3174,SADDLE ROAD,283,293,L,984,PVM,Scabbing,Chipseal,3,,10,2,6/05/2021 11:43,SF,2021_05,4926,MDC_C10_210506_13561,,,
MDC_RD_0521_4504,MDC_RD_0521,117,3174,SADDLE ROAD,305,308,L,984,PVM,Deformation/Shoving (C/S Rd),Stabilise,2,,3,1,6/05/2021 11:43,SF,2021_05,4927,MDC_C10_210506_13568,,,
MDC_RD_0521_4520,MDC_RD_0521,117,3174,SADDLE ROAD,23,305,R,(Opp)984,PVM,Scabbing,Chipseal,3,,282,1,6/05/2021 11:48,SF,2021_05,4928,MDC_C10_210506_14180,,,
MDC_RD_0521_4505,MDC_RD_0521,117,3174,SADDLE ROAD,323.2,352.2,L,984(Opp)985,PVM,Scabbing,Chipseal,3,,29,1,6/05/2021 11:43,SF,2021_05,4929,MDC_C10_210506_13571,,,
MDC_RD_0521_4519,MDC_RD_0521,117,3174,SADDLE ROAD,524.5,530.5,R,985(Opp)984,PVM,Alligator Cracking (A/C Rd),Crackseal,2,,6,1,6/05/2021 11:48,SF,2021_05,4930,MDC_C10_210506_14146,,,
MDC_RD_0521_4506,MDC_RD_0521,117,3174,SADDLE ROAD,564.7,618.5,L,984(Opp)985,PVM,Alligator Cracking (A/C Rd),Crackseal,2,,53.8,1,6/05/2021 11:43,SF,2021_05,4931,MDC_C10_210506_13621,,,
MDC_RD_0521_4518,MDC_RD_0521,117,3146,SADDLE ROAD,583.6,584.6,R,985(Opp)984,PVM,Deformation/Shoving (A/C Rd),Mill,2,,1,1,6/05/2021 11:48,SF,2021_05,4932,MDC_C10_210506_14142,,,
MDC_RD_0521_4507,MDC_RD_0521,117,3146,SADDLE ROAD,601,,L,(Opp)984,PVM,Pothole Patch,Pothole Repair,3,,3,1,6/05/2021 11:43,SF,2021_05,4933,MDC_C10_210506_13619,,,
MDC_RD_0521_4517,MDC_RD_0521,117,3146,SADDLE ROAD,638.2,643.2,R,(Opp)984,PVM,Alligator Cracking (A/C Rd),Crackseal,3,,5,1,6/05/2021 11:47,SF,2021_05,4934,MDC_C10_210506_14132,,,
MDC_RD_0521_4508,MDC_RD_0521,117,3147,SADDLE ROAD,1649.6,1700.8,L,,PVM,Scabbing,Chipseal,3,,51.2,1,6/05/2021 11:44,SF,2021_05,4935,MDC_C10_210506_13786,,,
MDC_RD_0521_4509,MDC_RD_0521,117,3147,SADDLE ROAD,1797,1807,L,,PVM,Scabbing,Chipseal,3,,10,1,6/05/2021 11:45,SF,2021_05,4936,MDC_C10_210506_13808,,,
MDC_RD_0521_4510,MDC_RD_0521,117,3147,SADDLE ROAD,1824.5,1834.5,L,,PVM,Scabbing,Chipseal,3,,10,1,6/05/2021 11:45,SF,2021_05,4937,MDC_C10_210506_13812,,,
MDC_RD_0521_4511,MDC_RD_0521,117,3147,SADDLE ROAD,1862.4,1951.5,L,,PVM,Scabbing,Chipseal,3,,89.1,1,6/05/2021 11:45,SF,2021_05,4938,MDC_C10_210506_13818,,,
MDC_RD_0521_4512,MDC_RD_0521,117,3147,SADDLE ROAD,1931.5,2009.5,L,,PVM,Scabbing,Chipseal,2,,78,2,6/05/2021 11:45,SF,2021_05,4939,MDC_C10_210506_13830,,,
MDC_RD_0521_4516,MDC_RD_0521,117,3147,SADDLE ROAD,1848.6,1962.8,R,,PVM,Scabbing,Chipseal,3,,114.2,2,6/05/2021 11:46,SF,2021_05,4940,MDC_C10_210506_13950,,,
MDC_RD_0521_4515,MDC_RD_0521,117,3147,SADDLE ROAD,2000,2073,R,559,PVM,Flushing,Water Cutting,3,,73,1,6/05/2021 11:46,SF,2021_05,4941,MDC_C10_210506_13932,,,
MDC_RD_0521_4513,MDC_RD_0521,117,3147,SADDLE ROAD,2120.5,2195,L,(Opp)559,PVM,Alligator Cracking (A/C Rd),Crackseal,2,,71.6,1,6/05/2021 11:45,SF,2021_05,4942,MDC_C10_210506_13871,,,
MDC_RD_0521_4514,MDC_RD_0521,117,3147,SADDLE ROAD,2115.7,2158.3,R,559,PVM,Alligator Cracking (A/C Rd),Crackseal,2,,42.6,1,6/05/2021 11:46,SF,2021_05,4943,MDC_C10_210506_13923,,,
MDC_RD_0521_2940,MDC_RD_0521,442,1157,SANDILANDS STREET,38,138.8,L,2,DRA,Broken (K&C),Replace (K&C),3,,100.8,1,3/05/2021 15:47,SF,2021_05,4944,MDC_C10_210503_28150,,,
MDC_RD_0521_2955,MDC_RD_0521,442,1158,SANDILANDS STREET,170.8,257.7,L,12(Opp)15,DRA,Broken (K&C),Replace (K&C),3,,86.9,1,3/05/2021 15:51,SF,2021_05,4945,MDC_C10_210503_28559,,,
MDC_RD_0521_2956,MDC_RD_0521,442,1158,SANDILANDS STREET,234,,L,16(Opp)19,PVM,Raised/Sunken/Damaged M/H/SV,Repair,3,,1,1,3/05/2021 15:51,SF,2021_05,4946,MDC_C10_210503_28575,,,
MDC_RD_0521_2939,MDC_RD_0521,442,1158,SANDILANDS STREET,12,266.7,R,23(Opp)18,DRA,Broken (K&C),Replace (K&C),3,,254.7,1,3/05/2021 15:46,SF,2021_05,4947,MDC_C10_210503_28062,,,
MDC_RD_0521_336,MDC_RD_0521,47,2018,SANDON ROAD,84.2,90.2,L,,PVM,Rutting,Dig Out,3,,6,1,30/04/2021 14:16,SF,2021_05,4948,MDC_C10_210430_08346,,,
MDC_RD_0521_337,MDC_RD_0521,47,2018,SANDON ROAD,152.8,162.8,L,41,SHL,Shallow Shoulder,Grade/Roll,2,,10,1,30/04/2021 14:16,SF,2021_05,4949,MDC_C10_210430_08360,,,
MDC_RD_0521_338,MDC_RD_0521,47,2018,SANDON ROAD,250.6,260.6,L,49(Opp)54,PVM,Flushing,Water Cutting,3,,10,1,30/04/2021 14:17,SF,2021_05,4950,MDC_C10_210430_08376,,,
MDC_RD_0521_403,MDC_RD_0521,47,2018,SANDON ROAD,577.7,607.7,R,(Opp)75,PVM,Flushing,Water Cutting,3,,30,1,30/04/2021 14:47,SF,2021_05,4951,MDC_C10_210430_11525,,,
MDC_RD_0521_402,MDC_RD_0521,47,2018,SANDON ROAD,691.6,701.6,R,(Opp)99,SHL,High Shoulder,Grade/Roll,2,,10,1,30/04/2021 14:47,SF,2021_05,4952,MDC_C10_210430_11513,,,
MDC_RD_0521_339,MDC_RD_0521,47,2018,SANDON ROAD,708.6,710.6,L,99,PVM,Flushing,Water Cutting,3,,2,1,30/04/2021 14:17,SF,2021_05,4953,MDC_C10_210430_08442,,,
MDC_RD_0521_340,MDC_RD_0521,47,2018,SANDON ROAD,1053.8,1054.8,L,131(Opp)130,PVM,Scabbing,Chipseal,3,,1,1,30/04/2021 14:18,SF,2021_05,4954,MDC_C10_210430_08508,,,
MDC_RD_0521_401,MDC_RD_0521,47,2018,SANDON ROAD,1068,1078,R,130(Opp)131,PVM,Scabbing,Chipseal,3,,10,1,30/04/2021 14:46,SF,2021_05,4955,MDC_C10_210430_11471,,,
MDC_RD_0521_341,MDC_RD_0521,47,2018,SANDON ROAD,1108,1170.4,L,131(Opp)130,DRA,Blocked SWC,Clear,2,,62.4,1,30/04/2021 14:18,SF,2021_05,4956,MDC_C10_210430_08518,,,
MDC_RD_0521_400,MDC_RD_0521,47,2018,SANDON ROAD,1191.1,1201.1,R,,PVM,Scabbing,Chipseal,3,,10,1,30/04/2021 14:46,SF,2021_05,4957,MDC_C10_210430_11457,,,
MDC_RD_0521_342,MDC_RD_0521,47,2018,SANDON ROAD,1213.1,1329.8,L,,DRA,Blocked SWC,Clear,2,,116.7,1,30/04/2021 14:18,SF,2021_05,4958,MDC_C10_210430_08538,,,
MDC_RD_0521_399,MDC_RD_0521,47,2018,SANDON ROAD,1130.7,1237,R,,DRA,Blocked SWC,Clear,2,,106.3,1,30/04/2021 14:46,SF,2021_05,4959,MDC_C10_210430_11453,,,
MDC_RD_0521_398,MDC_RD_0521,47,2018,SANDON ROAD,1342.7,1352.7,R,,DRA,Blocked SWC,Clear,2,,10,1,30/04/2021 14:46,SF,2021_05,4960,MDC_C10_210430_11441,,,
MDC_RD_0521_343,MDC_RD_0521,47,2018,SANDON ROAD,1352.7,1354.7,L,,PVM,Flushing,Water Cutting,3,,2,1,30/04/2021 14:18,SF,2021_05,4961,MDC_C10_210430_08564,,,
MDC_RD_0521_344,MDC_RD_0521,47,2018,SANDON ROAD,1420.4,1600.2,L,,PVM,Flushing,Water Cutting,3,,179.8,1,30/04/2021 14:18,SF,2021_05,4962,MDC_C10_210430_08580,,,
MDC_RD_0521_397,MDC_RD_0521,47,2018,SANDON ROAD,1392.6,1604.2,R,,PVM,Flushing,Water Cutting,3,,211.6,1,30/04/2021 14:46,SF,2021_05,4963,MDC_C10_210430_11415,,,
MDC_RD_0521_345,MDC_RD_0521,47,2018,SANDON ROAD,1895,,L,(Opp)210,PVM,Pothole Patch,Pothole Repair,3,,1,1,30/04/2021 14:19,SF,2021_05,4964,MDC_C10_210430_08648,,,
MDC_RD_0521_396,MDC_RD_0521,47,2018,SANDON ROAD,1908,1909,R,210,PVM,Edgebreak,Edgebreak Repair,2,,1,1,30/04/2021 14:46,SF,2021_05,4965,MDC_C10_210430_11377,,,
MDC_RD_0521_346,MDC_RD_0521,47,2018,SANDON ROAD,1918,,L,(Opp)210,PVM,Pot Holes,Pothole Repair,1,,1,1,30/04/2021 14:19,SF,2021_05,4966,MDC_C10_210430_08646,,,
MDC_RD_0521_395,MDC_RD_0521,47,2018,SANDON ROAD,2421.2,2431.2,R,258,PVM,Flushing,Water Cutting,3,,10,1,30/04/2021 14:45,SF,2021_05,4967,MDC_C10_210430_11323,,,
MDC_RD_0521_394,MDC_RD_0521,47,2018,SANDON ROAD,2596.9,2616.9,R,258,PVM,Scabbing,Chipseal,3,,20,2,30/04/2021 14:45,SF,2021_05,4968,MDC_C10_210430_11299,,,
MDC_RD_0521_347,MDC_RD_0521,47,2018,SANDON ROAD,2659.2,2679.2,L,(Opp)258,DRA,Blocked SWC,Clear,2,,20,1,30/04/2021 14:20,SF,2021_05,4969,MDC_C10_210430_08770,,,
MDC_RD_0521_348,MDC_RD_0521,47,2018,SANDON ROAD,2715.5,2716.5,L,(Opp)258,PVM,Scabbing,Chipseal,3,,1,1,30/04/2021 14:20,SF,2021_05,4970,MDC_C10_210430_08778,,,
MDC_RD_0521_349,MDC_RD_0521,47,2018,SANDON ROAD,2829.4,2839.4,L,,PVM,Scabbing,Chipseal,3,,10,1,30/04/2021 14:20,SF,2021_05,4971,MDC_C10_210430_08796,,,
MDC_RD_0521_393,MDC_RD_0521,47,2018,SANDON ROAD,2991.2,2994.2,R,,PVM,Flushing,Water Cutting,3,,3,1,30/04/2021 14:45,SF,2021_05,4972,MDC_C10_210430_11259,,,
MDC_RD_0521_350,MDC_RD_0521,47,2018,SANDON ROAD,3011.2,3061.2,L,,SHL,Shallow Shoulder,Grade/Roll,2,,50,1,30/04/2021 14:20,SF,2021_05,4973,MDC_C10_210430_08824,,,
MDC_RD_0521_390,MDC_RD_0521,47,2018,SANDON ROAD,3797.4,3897.4,R,380(Opp)457,SHL,Shallow Shoulder,Grade/Roll,2,,100,1,30/04/2021 14:43,SF,2021_05,4974,MDC_C10_210430_11027,,,
MDC_RD_0521_351,MDC_RD_0521,47,2018,SANDON ROAD,4964.2,4967.2,L,499(Opp)518,PVM,Scabbing,Chipseal,3,,3,2,30/04/2021 14:23,SF,2021_05,4975,MDC_C10_210430_09089,,,
MDC_RD_0521_389,MDC_RD_0521,47,2018,SANDON ROAD,5004.1,5007.1,R,518,PVM,Scabbing,Chipseal,3,,3,1,30/04/2021 14:42,SF,2021_05,4976,MDC_C10_210430_10907,,,
MDC_RD_0521_352,MDC_RD_0521,47,2018,SANDON ROAD,5052,5152,L,(Opp)545,DRA,Blocked SWC,Clear,2,,100,1,30/04/2021 14:23,SF,2021_05,4977,MDC_C10_210430_09101,,,
MDC_RD_0521_388,MDC_RD_0521,47,2018,SANDON ROAD,4909.4,5083.9,R,545,DRA,Blocked SWC,Clear,2,,174.5,1,30/04/2021 14:42,SF,2021_05,4978,MDC_C10_210430_10897,,,
MDC_RD_0521_387,MDC_RD_0521,47,2018,SANDON ROAD,5342.6,5362.6,L,545,SHL,High Shoulder,Grade/Roll,2,,20,1,30/04/2021 14:40,SF,2021_05,4979,MDC_C10_210430_10836,,,
MDC_RD_0521_315,MDC_RD_0521,320,1266,SANDON ROAD FEILDING,18,118.6,L,2,PVM,Flushing,Water Cutting,3,,100.6,1,30/04/2021 14:13,SF,2021_05,4980,MDC_C10_210430_07971,,,
MDC_RD_0521_407,MDC_RD_0521,320,1266,SANDON ROAD FEILDING,15.9,20.9,R,(Opp)2,DRA,Broken (K&C),Replace (K&C),3,,5,1,30/04/2021 14:48,SF,2021_05,4981,MDC_C10_210430_11636,,,
MDC_RD_0521_406,MDC_RD_0521,320,1266,SANDON ROAD FEILDING,58.8,59.8,R,1,PVM,Depression,Level Mix,2,,1,1,30/04/2021 14:48,SF,2021_05,4982,MDC_C10_210430_11624,,,
MDC_RD_0521_405,MDC_RD_0521,320,1266,SANDON ROAD FEILDING,19.9,82.8,R,3(Opp)6,PVM,Flushing,Water Cutting,3,,62.9,1,30/04/2021 14:48,SF,2021_05,4983,MDC_C10_210430_11620,,,
MDC_RD_0521_404,MDC_RD_0521,320,1267,SANDON ROAD FEILDING,167.3,177.3,R,11(Opp)16,PVM,Flushing,Water Cutting,3,,10,1,30/04/2021 14:48,SF,2021_05,4984,MDC_C10_210430_11606,,,
MDC_RD_0521_335,MDC_RD_0521,320,1267,SANDON ROAD FEILDING,190.2,240.8,R,16(Opp)11,PVM,Flushing,Water Cutting,3,,50.6,1,30/04/2021 14:16,SF,2021_05,4985,MDC_C10_210430_08318,,,
MDC_RD_0521_3528,MDC_RD_0521,358,1442,SANDSTROM GROVE LINK,16.9,19.9,R,,PVM,Flushing,Water Cutting,3,,3,2,4/05/2021 13:23,SF,2021_05,4986,MDC_C10_210504_12132,,,
MDC_RD_0521_3527,MDC_RD_0521,358,1442,SANDSTROM GROVE LINK,51.7,54.7,R,1(Opp)22,DRA,Broken (K&C),Replace (K&C),3,,3,1,4/05/2021 13:23,SF,2021_05,4987,MDC_C10_210504_12122,,,
MDC_RD_0521_3520,MDC_RD_0521,358,1442,SANDSTROM GROVE LINK,85.5,88.5,L,21(Opp)2,PVM,Flushing,Water Cutting,3,,3,1,4/05/2021 13:21,SF,2021_05,4988,MDC_C10_210504_11995,,,
